gl,account,code,count,source,conflicts
4040.000,4040.000 - One-Time Special Or Allowance,nr,4,"Guillermo - (San Antonio, TX) - Lyra",
40400,40400 · Application Fees,oi,2,"Dylan - (College Station, TX)  - Quarters on Luther",
40400,40400 One Time Rental Concession,nr,2,"Paul - (Fort Worth, TX) - Rio Apartments",
404005,404005 · Reimbursed Electricity Expense,ro,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
404025,404025 · Reimbursed Water/Sewer Expense,rw,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
404035,404035 · Reimb. Utility Rebill Svc Fees,ro,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
4041,4041 - Cleaning / Damages,oi,2,"Jon - (Waco, TX) - Red Oak Townhomes",
4043,4043 Concessions- One Time,nr,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4045,4045 Vacany Loss (Office/Model),nr,2,"Jackson - (College Station, TX) - Anderson Point",
4045.0000,4045.0000 - Recovery Of Bad Debt,bd,12,"- (Longview, TX) - Crestview",
40460,40460 · Convenience Fee,oi,2,"Dylan - (College Station, TX)  - Quarters on Luther",
4047,4047 Vacany Loss (Down),nr,2,"Jackson - (College Station, TX) - Anderson Point",
4050,4050 Concessions,nr,4,"Dylan - (Arlington, TX) - Sweet Redemption",
4050,4050   LESS: WRITEOFFS,bd,4,"Dylan - (Temple, TX) - Chappell Hill & Park at Chappell Hill",
405001,405001 - Royalties,oi,2,"Paul - (Fort Worth, TX) - Aden Crest",
405002,405002 - Tax Royalties,oi,2,"Paul - (Fort Worth, TX) - Aden Crest",
40510,40510 Bad Debt Write-Off,bd,2,"Paul - (Fort Worth, TX) - Rio Apartments",
40520,40520 · Damages Recovered,oi,2,"Dylan - (College Station, TX)  - Quarters on Luther",
4054,4054 Employee / Admin Credit,nr,2,"Jackson - (College Station, TX) - Anderson Point",
40540,40540 · Electricity Reimbursement,ro,2,"Dylan - (College Station, TX)  - Quarters on Luther",
4055,4055 Move in concession,nr,2,"Jon - (San Antonio, TX) - Salado Creek Villas",
40580,40580 · Keys/Locks/Gate Charges,oi,2,"Dylan - (College Station, TX)  - Quarters on Luther",
4060,4060 Concession or Move In,nr,3,"Greg - (Houston, TX) - Encanto",
4060,4060 Concession Or Move In Special,nr,6,"Bryce - (OKC, OK) - 717 Ventura South",
40600,40600 · Late Charges,oi,2,"Dylan - (College Station, TX)  - Quarters on Luther",
40605,40605 Bad Debt Recovered,bd,2,"Paul - (Fort Worth, TX) - Rio Apartments",
4061,4061 - Utility Reimbursements,rw,2,"Jon - (Waco, TX) - Red Oak Townhomes","recoded from 'oi' (standardized to majority ({'rw': 4, 'oi': 2, 'ro': 4}))"
40640,40640 · Miscellaneous Income,oi,2,"Dylan - (College Station, TX)  - Quarters on Luther",
4065,4065 Discount Given,nr,4,"Bryce - (OKC, OK) - 717 Ventura South",
40660,40660 · Pet / Admin Fees,oi,2,"Dylan - (College Station, TX)  - Quarters on Luther",
40715,40715 · Renters Insurance,oi,2,"Dylan - (College Station, TX)  - Quarters on Luther",
40730,40730 · Sublease Income,oi,2,"Dylan - (College Station, TX)  - Quarters on Luther",
40740,40740 · Short Term Lease Income,oi,2,"Dylan - (College Station, TX)  - Quarters on Luther",
4080,4080 Employee Allowances,nr,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4080,4080 Resident Or Leasing Re,nr,5,"Greg - (Houston, TX) - Hidden Park",
4081,4081 - Late Charges,oi,2,"Jon - (Waco, TX) - Red Oak Townhomes",
4090.000,4090.000 - Rent Allowance/Concession,nr,3,"Guillermo - (Moore, OK) - Southwinds Apartments",
4091,4091 - Nsf Charges,oi,2,"Jon - (Waco, TX) - Red Oak Townhomes",
4091.000,4091.000 - Bad Debt-Move Outs,bd,3,"Guillermo - (Moore, OK) - Southwinds Apartments",
4095,4095 Bad Debt Write-off,bd,1,"Jon - (Sherman, TX) - Northridge Villas",
4095,4095 Bad Debt Writeoff,bd,4,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4100,4100 - Market Rent,r,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4100,4100 - Mtm Fee,oi,2,"Dylan - (Houston, TX) - Northbrooke",
4100,4100 OTHER INCOME - Other,oi,2,"Jackson - (College Station, TX) - Anderson Point",
4100,4100 · Rents Received,r,2,"David - (Canton, TX) - Canton Place",
4100,4100 Vacancy Loss,v,6,"Yonnic - (Houston, TX) - Fall Lakes",
4100-000,4100-000 Pet Fees,oi,2,"Danny - (Tulsa, OK) - Metro Plex",
4100-001,4100-001 - Electric Income,ro,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
4100-002,4100-002 - Water Income,rw,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
4100-004,4100-004 - Trash Income,rt,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
4100-005,4100-005 - Valet Trash,rt,2,"Dylan - (Fort Worth, TX) - Trail Lakes",
4100-006,4100-006 - Pest Control Income,oi,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
4100-007,4100-007 - Cable/Internet Income,ro,2,"Chris - (Hurst, TX) - Arbor Park",
4100-008,4100-008 - Utility Billing Fee,ro,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
4100-009,4100-009 - Sewer Income,rw,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
4100.000,4100.000 - Late Charges,oi,4,"Guillermo - (San Antonio, TX) - Lyra",
4100.0000,4100.0000 - Escrow Deposit Forfeitures,oi,18,"- (Longview, TX) - Highland Village",
41000-000,41000-000     Market Rent,r,2,"Yonnic - (San Antonio, TX) - Landera",
4100100,4100100   Apartment Income,r,1,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4100100,4100100   Market Rent,r,12,"Chris - (Alvin, TX) - Hillcrest Village",
4100101,4100101   Gain/Loss to Lease,ll,15,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4100103,4100103   Employee Units,nr,12,"Chris - (Alvin, TX) - Hillcrest Village",
4100105,4100105   Model Units,nr,3,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,"recoded from 'v' (standardized to majority ({'v': 3, 'nr': 4}))"
4100106,4100106   Vacancy Loss,v,13,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4100107,4100107   Concessions,nr,11,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4100108,4100108  Non-Recuning Concesions,nr,6,"Chris - (Baytown, TX) - Ranch at Rolling Brook",
4100108,4100108   Non-Recurring Concesions,nr,8,"Chris - (Alvin, TX) - Oak Park Village",
4100109,4100109  Write-Offs,bd,10,"Chris - (Alvin, TX) - Hillcrest Village",
4100112,4100112   Net Prepaids,bd,13,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,1xnr
4100112,4100112   Net Prepalds,nr,2,"Chris - (Sealy, TX) - Edgewood",
4100113,4100113   Net Delinquency,bd,15,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4100200,4100200   Month to Month,oi,13,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
41003,41003 PET INCOME,oi,2,"Danny - (Tulsa, OK) - Waterford",
41004,41004 LAUNDRY INCO,oi,2,"Danny - (Tulsa, OK) - Waterford",
4100400,4100400  Deposit Forfeiture,oi,4,"Chris - (Baytown, TX) - Ranch at Rolling Brook",
4100400,4100400  Gale Fee,oi,4,"Chris - (Baytown, TX) - Ranch at Rolling Brook",
4100400,4100400  Gate Fee,oi,2,"Chris - (Houston, TX) - Harpers Mill Apartments",
41005,41005 NSF/LATE CHA,oi,2,"Danny - (Tulsa, OK) - Waterford",
41006,41006 APPLICATION F,oi,2,"Danny - (Tulsa, OK) - Waterford",
4100600,4100600   Cleaning fee/Damage Fee,oi,11,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
41007,41007 ADMINISTRATIV,oi,2,"Danny - (Tulsa, OK) - Waterford",
4100700,4100700   Carport Parking,oi,5,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4100700,4100700  Reserve Parking,oi,2,"Chris - (Houston, TX) - Harpers Mill Apartments",
41008,41008 WATER - REIMB,rw,2,"Danny - (Tulsa, OK) - Waterford",
4100800,4100800   Pet Fee,oi,15,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
41009,41009 TRASH - REIMB,rt,2,"Danny - (Tulsa, OK) - Waterford",
4100900,4100900   Deposit Forfeiture,oi,11,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4101,4101 Current Month Rent,r,2,"Yonnic - (Elk City, OK) - Granite Landing Apartments",
4101,4101 Gross Potential Rent,r,2,"Bryce - (San Antonio, TX) - Reserve at Lone Oak",
4101,4101 Late fees,oi,5,"Yonnic - (San Antonio, TX) - The Kelly Apartments",
4101,4101 - Water Reimbursement,rw,2,"Bryce - (Addison, TX) - Jade Addison",
4101.001,4101.001 Application Fees,oi,7,"Yonnic - (Dallas, TX) - Casa de Arroyo",
41010-000,41010-000     Gain / Loss To Lease,ll,2,"Yonnic - (San Antonio, TX) - Landera",
4101000,4101000   Laundry Income,oi,10,"Chris - (Alvin, TX) - Hillcrest Village",
4101100,4101100   Late Charges,oi,15,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4101200,4101200   NSF Charges,oi,15,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
41013,41013 CABLE COMMIS,ro,2,"Danny - (Tulsa, OK) - Waterford",
4101400,4101400   Application Fees,oi,15,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4101500,4101500   Washer/Dryer Income,oi,1,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4101600,4101600   Administrative Fee,oi,15,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
41018,41018 MOVE-OUT CH,oi,2,"Danny - (Tulsa, OK) - Waterford",
4101800,4101800   Water Reimbursement,rw,1,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4101830,4101830   Trash Reimbursement,rt,1,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4101835,4101835   Valet Trash Reimbursement,oi,1,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4101850,4101850   Pest Control Income,oi,1,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4101860,4101860   Utility Income-RUBS,oi,1,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
41019,41019 LEASE TERMIN,oi,2,"Danny - (Tulsa, OK) - Waterford",
4101900,4101900   Reletting Fees,oi,7,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4101900,4101900   Retelling Fees,oi,8,"Chris - (Alvin, TX) - Oak Park Village",
4102,4102 - Late Fee,oi,2,"Dylan - (Houston, TX) - Northbrooke",
4102,4102 Market Rent,r,2,"Emilio - (Arlington, TX) - Chalet Apartments",
4102,4102 - Trash Reimbursement,rt,2,"Bryce - (Addison, TX) - Jade Addison",
4102-000,4102-000 Application Fees,oi,2,"Danny - (Tulsa, OK) - Metro Plex",
4102.001,4102.001 Laundry Room Income,oi,2,"Yonnic - (Dallas, TX) - Casa de Arroyo",
41020,41020 Month to Month Fees,oi,2,"Paul - (Fort Worth, TX) - Rio Apartments",
41020,41020 RENTERS INSU,oi,2,"Danny - (Tulsa, OK) - Waterford",
4102000,4102000  Transfer Fee,oi,2,"Chris - (Sealy, TX) - Edgewood",
4102100,4102100  Arrears Rent Collected,oi,12,"Chris - (Alvin, TX) - Oak Park Village",
41023,41023 BLINDS INCOM,oi,2,"Danny - (Tulsa, OK) - Waterford",
41024,41024 KEYS/LOCKS F,oi,2,"Danny - (Tulsa, OK) - Waterford",
4102400,4102400   Electric Commission,oi,14,"Chris - (Alvin, TX) - Oak Park Village",
41025,41025 LEGAL FEES,oi,2,"Danny - (Tulsa, OK) - Waterford",
41026,41026 LIQUIDATED DA,oi,2,"Danny - (Tulsa, OK) - Waterford",
4103,4103 Loss/Gain to Market,ll,2,"Bryce - (San Antonio, TX) - Reserve at Lone Oak",
4103,4103 Month-To-Month Fees,oi,5,"Yonnic - (San Antonio, TX) - The Kelly Apartments",
4103,4103 Pet Fees,oi,2,"Jon - (Anadarko, OK) - The Crossings in Anadarko",
4103,4103 RENT INCOME,r,2,"Guillermo - (Dallas, TX) - Eclipse of White Rock",
4103,4103 RENT POTENTIAL,r,6,"Dylan - (Houston, TX) - The 910",
4103,4103 - Sewer Reimbursement,rw,2,"Bryce - (Addison, TX) - Jade Addison",
4103,4103 Vacancy Loss,v,2,"Emilio - (Arlington, TX) - Chalet Apartments",
4103-000,4103-000 NSF & Late Fees,oi,2,"Danny - (Tulsa, OK) - Metro Plex",
4103.0000,4103.0000 - Late Fee/Nsf Income,oi,18,"- (Longview, TX) - Highland Village",
4103.001,4103.001 Late Charge Fees,oi,4,"Yonnic - (Dallas, TX) - Casa de Arroyo","recoded from 'ro' (standardized to majority ({'oi': 76, 'ro': 4}))"
4103.001,4103.001 Late Fees,oi,3,"Jackson - (Balch Springs, TX) - Shepherd Lane Apartments",
41030,41030 M.A.R.S INCOM,oi,2,"Danny - (Tulsa, OK) - Waterford",
41032,41032 MTM CHARGES,oi,2,"Danny - (Tulsa, OK) - Waterford",
41033,41033 TRANSFER FEE,oi,2,"Danny - (Tulsa, OK) - Waterford",
41034,41034 SHORT-TERM L,oi,2,"Danny - (Tulsa, OK) - Waterford",
41039,41039 MISCELLANEO,oi,2,"Danny - (Tulsa, OK) - Waterford",
4104,4104 Concessions,nr,2,"Bryce - (San Antonio, TX) - Reserve at Lone Oak",
4104,4104 - Electricity Reimbursement,ro,2,"Bryce - (Addison, TX) - Jade Addison",
4104,4104 (Loss) / Gain To Lease,ll,2,"Emilio - (Arlington, TX) - Chalet Apartments",
4104,4104 LOSS/GAIN TO LEASE,ll,6,"Dylan - (Houston, TX) - The 910",
4104,4104 - Nsf Fee,oi,2,"Dylan - (Houston, TX) - Northbrooke",
4104-000,4104-000 Parking/Garage Income,oi,2,"Danny - (Tulsa, OK) - Metro Plex",
4104.0000,4104.0000 - Nonrefundable Cleaning/Pet Deposit,oi,8,"- (Porter, TX) - Montgomery Pines",
4104.001,4104.001 Utility Administrat,ro,2,"Guillermo - (Hurst, TX) - Point on Calloway",
4104.001,4104.001 Utility Administration Fee,rw,2,"Yonnic - (Dallas, TX) - Casa de Arroyo","recoded from 'ro' (standardized to majority ({'oi': 2, 'ro': 2, 'rw': 26}))"
4104.002,4104.002 Utility Pest Contro,ro,2,"Guillermo - (Hurst, TX) - Point on Calloway",
4104.002,4104.002 Utility Pest Control Fees,ro,2,"Yonnic - (Dallas, TX) - Casa de Arroyo",
41040,41040 Application Fees,oi,2,"Paul - (Fort Worth, TX) - Rio Apartments",
41040,41040 ONE-TIME PET,oi,2,"Danny - (Tulsa, OK) - Waterford",
41042,41042 PEST CONTRO,oi,2,"Danny - (Tulsa, OK) - Waterford",
41046,41046 ELECTRIC - RE,ro,2,"Danny - (Tulsa, OK) - Waterford",
41047,41047 R.U.B.S SERVIC,oi,2,"Danny - (Tulsa, OK) - Waterford",
41049,41049 ACCESS FOB IN,oi,2,"Danny - (Tulsa, OK) - Waterford",
4105,4105 Administration Fee,oi,2,"Jackson - (College Station, TX) - Anderson Point",
4105,4105 Application Fees,oi,5,"Yonnic - (San Antonio, TX) - The Kelly Apartments",
4105,4105 · Deposits Received,oi,2,"David - (Canton, TX) - Canton Place",
4105,4105 Pet Rent,oi,2,"Yonnic - (Elk City, OK) - Granite Landing Apartments",
4105,4105 - Utility Billing Fees,ro,2,"Bryce - (Addison, TX) - Jade Addison",
4105,4105 VACANCY LOSS,v,6,"Dylan - (Houston, TX) - The 910",
4105-000,4105-000 Utility Income,rw,2,"Danny - (Tulsa, OK) - Metro Plex","recoded from 'ro' (standardized to majority ({'rw': 17, 'ro': 4}))"
4105.0000,4105.0000 - Application Fee Income,oi,18,"- (Longview, TX) - Highland Village",
4105.001,4105.001 Utility Billback - Pest control,ro,3,"Jackson - (Balch Springs, TX) - Shepherd Lane Apartments",
41050,41050 Administrative / Holding Fees,oi,2,"Paul - (Fort Worth, TX) - Rio Apartments",
4106,4106 - Application Fees,oi,2,"Dylan - (Houston, TX) - Northbrooke",
4106,4106 Ending Prepay,bd,2,"Emilio - (Arlington, TX) - Chalet Apartments",
4106,4106 Month To Month Fees,oi,4,"David - (Grand Prairie, TX) - Serrano Creek",
4106-000,4106-000 Water Income,rw,2,"Danny - (Tulsa, OK) - Metro Plex",
4106.0000,4106.0000 - Vending Income,oi,4,"- (Longview, TX) - Crestview",
4106.001,4106.001 Utility Billback - El,ro,2,"Guillermo - (Hurst, TX) - Point on Calloway",
4106.001,4106.001 Utility Billback - Electric,rw,2,"Yonnic - (Dallas, TX) - Casa de Arroyo",
41060,41060 Lease Termination / Reletting Fee,oi,2,"Paul - (Fort Worth, TX) - Rio Apartments",
4107,4107 Beginning Arrears,bd,2,"Emilio - (Arlington, TX) - Chalet Apartments",
4107,4107 Delinquency/ Bad Debt/ Recovery,bd,2,"Bryce - (San Antonio, TX) - Reserve at Lone Oak",
4107,4107 - Gas Reimbursement,ro,2,"Bryce - (Addison, TX) - Jade Addison",
4107,4107 Legal Reimbursm,oi,2,"Jon - (Anadarko, OK) - The Crossings in Anadarko",
4107,4107 NSF Fees,oi,3,"Yonnic - (San Antonio, TX) - The Kelly Apartments",
4107,4107 Section 8,oi,4,"David - (Grand Prairie, TX) - Serrano Creek",
4107,4107 VACANT UNIT DOWN,nr,2,"Dylan - (Houston, TX) - The 910",
4107.0000,4107.0000 - Buy Out Fees,oi,12,"- (Longview, TX) - Highland Village",
4107.002,4107.002 Utility Billback - Water & Sewer,rw,3,"Jackson - (Balch Springs, TX) - Shepherd Lane Apartments",
4107.002,4107.002 Utility Water & Se,rw,2,"Guillermo - (Hurst, TX) - Point on Calloway",
4107.002,4107.002 Utility Water & Sewer,rt,2,"Yonnic - (Dallas, TX) - Casa de Arroyo",
41070,41070 Late Fees,oi,2,"Paul - (Fort Worth, TX) - Rio Apartments",
4108,4108 Application Fees,oi,6,"Jon - (Anadarko, OK) - The Crossings in Anadarko",
4108-000,4108-000 Lease Cancellation Income,oi,2,"Danny - (Tulsa, OK) - Metro Plex",
4108.0000,4108.0000 - Move Out Expense Recovery,oi,18,"- (Longview, TX) - Highland Village",
4108.001,4108.001 Utility Gas Fee,ro,2,"Guillermo - (Hurst, TX) - Point on Calloway",
4108.0500,4108.0500 - Miscellaneous Income,oi,18,"- (Longview, TX) - Highland Village",
4109,4109 NSF Fees,oi,2,"Jon - (Anadarko, OK) - The Crossings in Anadarko",
4109,4109 Reletting / Termination Fees,oi,5,"Yonnic - (San Antonio, TX) - The Kelly Apartments",
4109-000,4109-000 Security Deposit Forfeitures,oi,2,"Danny - (Tulsa, OK) - Metro Plex",
4109.001,4109.001 Utility Trash Servic,rt,2,"Guillermo - (Hurst, TX) - Point on Calloway",
4109.001,4109.001 Utility Trash Service Fee,oi,2,"Yonnic - (Dallas, TX) - Casa de Arroyo",
41090,41090 Risk Fee,oi,2,"Paul - (Fort Worth, TX) - Rio Apartments",
4109000,4109000   Amenity Fee,oi,1,0e66e893-T12__Property_Name__Month_Year__Processor.xlsx,
4109000,4109000   Miscellaneous Income,oi,8,"Chris - (Alvin, TX) - Oak Park Village",
41091-000,41091-000     One-Time Concessions,nr,2,"Yonnic - (San Antonio, TX) - Landera",
4109400,4109400  Loss Rents,oi,2,"Chris - (Houston, TX) - Harpers Mill Apartments",
4109900,4109900   Interest Income,oi,10,"Chris - (Alvin, TX) - Hillcrest Village",
4110,4110 - Administrative Fees,oi,2,"Dylan - (Houston, TX) - Northbrooke",
4110,4110 Application Fee,oi,2,"Jackson - (College Station, TX) - Anderson Point",
4110,4110 Application Fees,oi,11,"Bryce - (OKC, OK) - 717 Ventura South",
4110,4110 - Base Rent,r,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4110,4110 Gross Potential Rent,r,81,"Paul - (Corsicana, TX) - Northwood Village Apartments",
4110,4110 Late Fees,oi,6,"Jon - (Anadarko, OK) - The Crossings in Anadarko",
4110,4110   LAUNDRY,oi,4,"Dylan - (Temple, TX) - Chappell Hill & Park at Chappell Hill",
4110,4110 Loss / Gain to Lease,ll,2,Guillermo - (Baton Rouge) - Eden Point,
4110,4110 Market Rent,r,2,"Emilio - (Garland, TX) - The Retreat at Faulkner Point",
4110.000,4110.000 GROSS RENT,r,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4110.000,4110.000 - Late Fees,oi,3,"Guillermo - (Moore, OK) - Southwinds Apartments",
41100-000,41100-000     Vacancy Loss,v,2,"Yonnic - (San Antonio, TX) - Landera",
41105,41105 Market rent,r,2,"David - (Waco, TX) - Eleven06 on 35",
4111,4111 Accelerated Rent Charges,oi,2,"Jackson - (College Station, TX) - Anderson Point",
4111,4111 Administration Fees,oi,5,"Yonnic - (San Antonio, TX) - The Kelly Apartments",
4111,4111 MTM Rent Charg,oi,2,"Jon - (Anadarko, OK) - The Crossings in Anadarko",
4111-000,4111-000 Vending Machines,oi,2,"Danny - (Tulsa, OK) - Metro Plex",
4111.00,4111.00 Market Rent - Other,r,2,"Emilio - (Dallas, TX) - The Apollo at Bishop Ridge",
4111.001,"4111.001 Gate, Key & Lock",oi,2,"Guillermo - (Hurst, TX) - Point on Calloway",
41110,41110 NSF Fees,oi,2,"Paul - (Fort Worth, TX) - Rio Apartments",
41110-000,41110-000     Employee Units,nr,2,"Yonnic - (San Antonio, TX) - Landera",
41115-000,41115-000     Courtesy Officer Units,nr,2,"Yonnic - (San Antonio, TX) - Landera",
4112,4112 - Carport Income,oi,2,"Dylan - (Houston, TX) - Northbrooke",
4112,4112 Employee Rent Discount,nr,2,"Bryce - (San Antonio, TX) - Reserve at Lone Oak",
4112,4112 Vacancy Loss,v,4,"Emilio - (Garland, TX) - The Retreat at Faulkner Point",
4112-000,4112-000 Month to Month Fee Income,oi,2,"Danny - (Tulsa, OK) - Metro Plex",
4112.01,4112.01 Vacancy Loss,v,2,"Emilio - (Dallas, TX) - The Apollo at Bishop Ridge",
41120,41120 Legal Fee Recovery,oi,2,"Paul - (Fort Worth, TX) - Rio Apartments",
41120-000,41120-000     Model & Storage Units,nr,2,"Yonnic - (San Antonio, TX) - Landera",
4113,4113 Attorney's Fees/Court Fees,oi,2,"Jackson - (College Station, TX) - Anderson Point",
4113,4113 - Key | Lock | Gate | Fob,oi,2,"Dylan - (Houston, TX) - Northbrooke",
4113,4113 Loss to Lease,ll,4,"Emilio - (Garland, TX) - The Retreat at Faulkner Point",
4113,4113 PrepaidRent,oi,2,"Greg - (Haltom City, TX) - Haltom Oaks",
4113.00,4113.00 Loss to Lease,ll,2,"Emilio - (Dallas, TX) - The Apollo at Bishop Ridge",
4113.0000,4113.0000 - Carport/Garage Rental Income,oi,2,"- (Porter, TX) - Montgomery Pines",
4113.001,4113.001 Vending Machine Income,oi,2,"Yonnic - (Dallas, TX) - Casa de Arroyo",
4114,4114 COMMERCIAL COMMON AREA MAINTENANCE,nr,2,"Dylan - (Houston, TX) - The 910",
4114,4114 - Income - Washer & Dryer Rental,oi,2,"Dylan - (Houston, TX) - Northbrooke",
4114-000,4114-000 Short Term Fee,oi,2,"Danny - (Tulsa, OK) - Metro Plex",
4114.001,4114.001 Tenant Eviction Fe,oi,2,"Guillermo - (Hurst, TX) - Point on Calloway",
4114.001,4114.001 Tenant Eviction Fee Income,oi,2,"Yonnic - (Dallas, TX) - Casa de Arroyo",
4115,4115 Administrative Fees,oi,2,"Jon - (San Antonio, TX) - Salado Creek Villas",
4115,4115 Rent Subsidy,r,2,"Greg - (San Antonio, TX ) - Lodge at Timberhill",
